date,ticker,selected,horizon,current_price,take_profit_price,stop_loss_price,vertical_barrier_date,first_touch_date,first_touch_type,label,realized_return_at_barrier,max_favorable_excursion,max_adverse_excursion,time_to_first_touch,daily_volatility,volatility_horizon
2022-06-15,AAPL,False,5,135.42999267578125,142.98641450385026,127.87357084771226,2022-06-23,2022-06-23,vertical_timeout,0,0.020970329692615808,0.020970329692615808,-0.039651446559871295,5,0.024952630566371016,0.05579577816384467
2022-06-15,AAPL,False,10,135.42999267578125,146.11638690804853,124.74359844351397,2022-06-30,2022-06-30,vertical_timeout,0,0.00952527958862226,0.046001708065086744,-0.039651446559871295,10,0.024952630566371016,0.07890714620246972
2022-06-15,AAPL,False,20,135.42999267578125,150.54283633191923,120.31714901964325,2022-07-15,2022-07-15,vertical_timeout,0,0.10883856080869436,0.10883856080869436,-0.039651446559871295,20,0.024952630566371016,0.11159155632768934
2022-06-15,MSFT,False,5,251.75999450683594,264.92280891968466,238.59718009398722,2022-06-23,2022-06-23,vertical_timeout,0,0.028201425959809345,0.028201425959809345,-0.026970104203543177,5,0.023381751226996077,0.052283185176552345
2022-06-15,MSFT,False,10,251.75999450683594,270.3750251684866,233.14496384518526,2022-06-30,2022-06-30,vertical_timeout,0,0.02013819580573606,0.0633143392436899,-0.026970104203543177,10,0.023381751226996077,0.0739395895607443
2022-06-15,MSFT,False,20,251.75999450683594,278.0856233325334,225.43436568113853,2022-07-15,2022-07-15,vertical_timeout,0,0.01970132992568252,0.06609469237653887,-0.026970104203543177,20,0.023381751226996077,0.10456637035310469
2022-06-15,NVDA,False,5,16.527000427246094,18.187285119328624,14.866715735163561,2022-06-23,2022-06-23,vertical_timeout,0,-0.01827313111691431,0.0023597480781099023,-0.056029561998811706,5,0.04492659693259855,0.1004589247390239
2022-06-15,NVDA,False,10,16.527000427246094,18.874997556189648,14.17900329830254,2022-06-30,2022-06-30,vertical_timeout,0,-0.08277364283613864,0.036243662367794416,-0.08277364283613864,10,0.04492659693259855,0.14207037382734564
2022-06-15,NVDA,False,20,16.527000427246094,19.84756981141116,13.20643104308103,2022-07-15,2022-07-15,vertical_timeout,0,-0.04628791211632022,0.036243662367794416,-0.12125616336607381,20,0.04492659693259855,0.2009178494780478
2022-06-15,AMZN,False,5,107.66999816894531,116.20059029955283,99.1394060383378,2022-06-23,2022-06-23,vertical_timeout,0,0.04430207442723555,0.04430207442723555,-0.037243378610853584,5,0.03543231023823844,0.07922905429256291
2022-06-15,AMZN,False,10,107.66999816894531,119.73407725512367,95.60591908276696,2022-06-30,2022-06-30,vertical_timeout,0,-0.013559943431797672,0.08163834926174074,-0.037243378610853584,10,0.03543231023823844,0.11204680311453677
2022-06-15,AMZN,False,20,107.66999816894531,124.73118243016035,90.60881390773028,2022-07-15,2022-07-15,vertical_timeout,0,0.05461135862179711,0.08163834926174074,-0.037243378610853584,20,0.03543231023823844,0.15845810858512582
2022-06-15,GOOGL,False,5,109.7645034790039,115.70855665195752,103.82045030605029,2022-06-23,2022-06-23,vertical_timeout,0,0.022570987957019506,0.022570987957019506,-0.033990977860441585,5,0.02421786011930535,0.05415278149634793
2022-06-15,GOOGL,False,10,109.7645034790039,118.17066409166176,101.35834286634606,2022-06-30,2022-06-30,vertical_timeout,0,-0.007302051365210116,0.07480100337435336,-0.033990977860441585,10,0.02421786011930535,0.07658359803236203
2022-06-15,GOOGL,False,20,109.7645034790039,121.65260982491115,97.87639713309666,2022-07-15,2022-07-15,vertical_timeout,0,0.018339197054462852,0.08735972544203463,-0.033990977860441585,20,0.02421786011930535,0.10830556299269586
2022-06-15,META,False,5,169.35000610351562,184.77778250102153,153.92222970600972,2022-06-23,2022-06-23,vertical_timeout,0,-0.06259229832584912,-0.033126663171907045,-0.07971656045732933,5,0.040741134364534075,0.0910999459195509
